Productos;CAcopios;Clientes;Tiempo;CostoTransAcopioClie
Queso duro;Guamal;Cartagena;9;539
Queso duro;Guamal;Cartagena;10;539
Queso duro;Guamal;Cartagena;11;539
Queso duro;Guamal;Cartagena;12;539
Queso duro;Guamal;Cali;1;731,5
Queso duro;Guamal;Cali;2;731,5
Queso duro;Guamal;Cali;3;731,5
Queso duro;Guamal;Cali;4;731,5
Queso duro;Guamal;Cali;5;731,5
Queso duro;Guamal;Cali;6;731,5
Queso duro;Guamal;Cali;7;731,5
Queso duro;Guamal;Cali;8;731,5
Queso duro;Guamal;Cali;9;731,5
Queso duro;Guamal;Cali;10;731,5
Queso duro;Guamal;Cali;11;731,5
Queso duro;Guamal;Cali;12;731,5
Queso duro;Guamal;Cúcuta;1;554,75
Queso duro;Guamal;Cúcuta;2;554,75
Queso duro;Guamal;Cúcuta;3;554,75
Queso duro;Guamal;Cúcuta;4;554,75
Queso duro;Guamal;Cúcuta;5;554,75
Queso duro;Guamal;Cúcuta;6;554,75
Queso duro;Guamal;Cúcuta;7;554,75
Queso duro;Guamal;Cúcuta;8;554,75
Queso duro;Guamal;Cúcuta;9;554,75
Queso duro;Guamal;Cúcuta;10;554,75
Queso duro;Guamal;Cúcuta;11;554,75
Queso duro;Guamal;Cúcuta;12;554,75
Queso duro;Guamal;Medellín;1;563,5
Queso duro;Guamal;Medellín;2;563,5
Queso duro;Guamal;Medellín;3;563,5
Queso duro;Guamal;Medellín;4;563,5
Queso duro;Guamal;Medellín;5;563,5
Queso duro;Guamal;Medellín;6;563,5
Queso duro;Guamal;Medellín;7;563,5
Queso duro;Guamal;Medellín;8;563,5
Queso duro;Guamal;Medellín;9;563,5
Queso duro;Guamal;Medellín;10;563,5
Queso duro;Guamal;Medellín;11;563,5
Queso duro;Guamal;Medellín;12;563,5
Queso duro;Guamal;Valledupar;1;201,6
Queso duro;Guamal;Valledupar;2;201,6
Queso duro;Guamal;Valledupar;3;201,6
Queso duro;Guamal;Valledupar;4;201,6
Queso duro;Guamal;Valledupar;5;201,6
Queso duro;Guamal;Valledupar;6;201,6
Queso duro;Guamal;Valledupar;7;201,6
Queso duro;Guamal;Valledupar;8;201,6
Queso duro;Guamal;Valledupar;9;201,6
Queso duro;Guamal;Valledupar;10;201,6
Queso duro;Guamal;Valledupar;11;201,6
Queso duro;Guamal;Valledupar;12;201,6
Queso duro;Pivijay;Santa Marta;1;479,5
Queso duro;Pivijay;Santa Marta;2;479,5
Queso duro;Pivijay;Santa Marta;3;479,5
Queso duro;Pivijay;Santa Marta;4;479,5
Queso duro;Pivijay;Santa Marta;5;479,5
Queso duro;Pivijay;Santa Marta;6;479,5
Queso duro;Pivijay;Santa Marta;7;479,5
Queso duro;Pivijay;Santa Marta;8;479,5
Queso duro;Pivijay;Santa Marta;9;479,5
Queso duro;Pivijay;Santa Marta;10;479,5
Queso duro;Pivijay;Santa Marta;11;479,5
Queso duro;Pivijay;Santa Marta;12;479,5
Queso duro;Pivijay;Riohacha;1;1303,75
Queso duro;Pivijay;Riohacha;2;1303,75
Queso duro;Pivijay;Riohacha;3;1303,75
Queso duro;Pivijay;Riohacha;4;1303,75
Queso duro;Pivijay;Riohacha;5;1303,75
Queso duro;Pivijay;Riohacha;6;1303,75
Queso duro;Pivijay;Riohacha;7;1303,75
Queso duro;Pivijay;Riohacha;8;1303,75
Queso duro;Pivijay;Riohacha;9;1303,75
Queso duro;Pivijay;Riohacha;10;1303,75
Queso duro;Pivijay;Riohacha;11;1303,75
Queso duro;Pivijay;Riohacha;12;1303,75
Queso duro;Pivijay;Monteria;1;1610
Queso duro;Pivijay;Monteria;2;1610
Queso duro;Pivijay;Monteria;3;1610
Queso duro;Pivijay;Monteria;4;1610
Queso duro;Pivijay;Monteria;5;1610
Queso duro;Pivijay;Monteria;6;1610
Queso duro;Pivijay;Monteria;7;1610
Queso duro;Pivijay;Monteria;8;1610
Queso duro;Pivijay;Monteria;9;1610
Queso duro;Pivijay;Monteria;10;1610
Queso duro;Pivijay;Monteria;11;1610
Queso duro;Pivijay;Monteria;12;1610
Queso duro;Pivijay;Barranquilla;1;1524,25
Queso duro;Pivijay;Barranquilla;2;1524,25
Queso duro;Pivijay;Barranquilla;3;1524,25
Queso duro;Pivijay;Barranquilla;4;1524,25
Queso duro;Pivijay;Barranquilla;5;1524,25
Queso duro;Pivijay;Barranquilla;6;1524,25
Queso duro;Pivijay;Barranquilla;7;1524,25
Queso duro;Pivijay;Barranquilla;8;1524,25
Queso duro;Pivijay;Barranquilla;9;1524,25
Queso duro;Pivijay;Barranquilla;10;1524,25
Queso duro;Pivijay;Barranquilla;11;1524,25
Queso duro;Pivijay;Barranquilla;12;1524,25
Queso duro;Pivijay;Bogotá;1;577,5
Queso duro;Pivijay;Bogotá;2;577,5
Queso duro;Pivijay;Bogotá;3;577,5
Queso duro;Pivijay;Bogotá;4;577,5
Queso duro;Pivijay;Bogotá;5;577,5
Queso duro;Pivijay;Bogotá;6;577,5
Queso duro;Pivijay;Bogotá;7;577,5
Queso duro;Pivijay;Bogotá;8;577,5
Queso duro;Pivijay;Bogotá;9;577,5
Queso duro;Pivijay;Bogotá;10;577,5
Queso duro;Pivijay;Bogotá;11;577,5
Queso duro;Pivijay;Bogotá;12;577,5
Queso duro;Pivijay;Bucaramanga;1;883,75
Queso duro;Pivijay;Bucaramanga;2;883,75
Queso duro;Pivijay;Bucaramanga;3;883,75
Queso duro;Pivijay;Bucaramanga;4;883,75
Queso duro;Pivijay;Bucaramanga;5;883,75
Queso duro;Pivijay;Bucaramanga;6;883,75
Queso duro;Pivijay;Bucaramanga;7;883,75
Queso duro;Pivijay;Bucaramanga;8;883,75
Queso duro;Pivijay;Bucaramanga;9;883,75
Queso duro;Pivijay;Bucaramanga;10;883,75
Queso duro;Pivijay;Bucaramanga;11;883,75
Queso duro;Pivijay;Bucaramanga;12;883,75
Queso duro;Pivijay;Cartagena;1;798
Queso duro;Pivijay;Cartagena;2;798
Queso duro;Pivijay;Cartagena;3;798
Queso duro;Pivijay;Cartagena;4;798
Queso duro;Pivijay;Cartagena;5;798
Queso duro;Pivijay;Cartagena;6;798
Queso duro;Pivijay;Cartagena;7;798
Queso duro;Pivijay;Cartagena;8;798
Queso duro;Pivijay;Cartagena;9;798
Queso duro;Pivijay;Cartagena;10;798
Queso duro;Pivijay;Cartagena;11;798
Queso duro;Pivijay;Cartagena;12;798
Queso duro;Pivijay;Cali;1;554,75
Queso duro;Pivijay;Cali;2;554,75
Queso duro;Pivijay;Cali;3;554,75
Queso duro;Pivijay;Cali;4;554,75
Queso duro;Pivijay;Cali;5;554,75
Queso duro;Pivijay;Cali;6;554,75
Queso duro;Pivijay;Cali;7;554,75
Queso duro;Pivijay;Cali;8;554,75
Queso duro;Pivijay;Cali;9;554,75
Queso duro;Pivijay;Cali;10;554,75
Queso duro;Pivijay;Cali;11;554,75
Queso duro;Pivijay;Cali;12;554,75
Queso duro;Pivijay;Cúcuta;1;358,75
Queso duro;Pivijay;Cúcuta;2;358,75
Queso duro;Pivijay;Cúcuta;3;358,75
Queso duro;Pivijay;Cúcuta;4;358,75
Queso duro;Pivijay;Cúcuta;5;358,75
Queso duro;Pivijay;Cúcuta;6;358,75
Queso duro;Pivijay;Cúcuta;7;358,75
Queso duro;Pivijay;Cúcuta;8;358,75
Queso duro;Pivijay;Cúcuta;9;358,75
Queso duro;Pivijay;Cúcuta;10;358,75
Queso duro;Pivijay;Cúcuta;11;358,75
Queso duro;Pivijay;Cúcuta;12;358,75
Queso duro;Pivijay;Medellín;1;568,75
Queso duro;Pivijay;Medellín;2;568,75
Queso duro;Pivijay;Medellín;3;568,75
Queso duro;Pivijay;Medellín;4;568,75
Queso duro;Pivijay;Medellín;5;568,75
Queso duro;Pivijay;Medellín;6;568,75
Queso duro;Pivijay;Medellín;7;568,75
Queso duro;Pivijay;Medellín;8;568,75
Queso duro;Pivijay;Medellín;9;568,75
Queso duro;Pivijay;Medellín;10;568,75
Queso duro;Pivijay;Medellín;11;568,75
Queso duro;Pivijay;Medellín;12;568,75
Queso duro;Pivijay;Valledupar;1;1764
Queso duro;Pivijay;Valledupar;2;1764
Queso duro;Pivijay;Valledupar;3;1764
Queso duro;Pivijay;Valledupar;4;1764
Queso duro;Pivijay;Valledupar;5;1764
Queso duro;Pivijay;Valledupar;6;1764
Queso duro;Pivijay;Valledupar;7;1764
Queso duro;Pivijay;Valledupar;8;1764
Queso duro;Pivijay;Valledupar;9;1764
Queso duro;Pivijay;Valledupar;10;1764
Queso duro;Pivijay;Valledupar;11;1764
Queso duro;Pivijay;Valledupar;12;1764
Queso duro;Nueva granada;Santa Marta;1;2070,25
Queso duro;Nueva granada;Santa Marta;2;2070,25
Queso duro;Nueva granada;Santa Marta;3;2070,25
Queso duro;Nueva granada;Santa Marta;4;2070,25
Queso duro;Nueva granada;Santa Marta;5;2070,25
Queso duro;Nueva granada;Santa Marta;6;2070,25
Queso duro;Nueva granada;Santa Marta;7;2070,25
Queso duro;Nueva granada;Santa Marta;8;2070,25
Queso duro;Nueva granada;Santa Marta;9;2070,25
Queso duro;Nueva granada;Santa Marta;10;2070,25
Queso duro;Nueva granada;Santa Marta;11;2070,25
Queso duro;Nueva granada;Santa Marta;12;2070,25
Queso duro;Nueva granada;Riohacha;1;1984,5
Queso duro;Nueva granada;Riohacha;2;1984,5
Queso duro;Nueva granada;Riohacha;3;1984,5
Queso duro;Nueva granada;Riohacha;4;1984,5
Queso duro;Nueva granada;Riohacha;5;1984,5
Queso duro;Nueva granada;Riohacha;6;1984,5
Queso duro;Nueva granada;Riohacha;7;1984,5
Queso duro;Nueva granada;Riohacha;8;1984,5
Queso duro;Nueva granada;Riohacha;9;1984,5
Queso duro;Nueva granada;Riohacha;10;1984,5
Queso duro;Nueva granada;Riohacha;11;1984,5
Queso duro;Nueva granada;Riohacha;12;1984,5
Queso duro;Nueva granada;Monteria;1;735
Queso duro;Nueva granada;Monteria;2;735
Queso duro;Nueva granada;Monteria;3;735
Queso duro;Nueva granada;Monteria;4;735
Queso duro;Nueva granada;Monteria;5;735
Queso duro;Nueva granada;Monteria;6;735
Queso duro;Nueva granada;Monteria;7;735
Queso duro;Nueva granada;Monteria;8;735
Queso duro;Nueva granada;Monteria;9;735
Queso duro;Nueva granada;Monteria;10;735
Queso duro;Nueva granada;Monteria;11;735
Queso duro;Nueva granada;Monteria;12;735
Queso duro;Nueva granada;Barranquilla;1;1041,25
Queso duro;Nueva granada;Barranquilla;2;1041,25
Queso duro;Nueva granada;Barranquilla;3;1041,25
Queso duro;Nueva granada;Barranquilla;4;1041,25
Queso duro;Nueva granada;Barranquilla;5;1041,25
Queso duro;Nueva granada;Barranquilla;6;1041,25
Queso duro;Nueva granada;Barranquilla;7;1041,25
Queso duro;Nueva granada;Barranquilla;8;1041,25
Queso duro;Nueva granada;Barranquilla;9;1041,25
Queso duro;Nueva granada;Barranquilla;10;1041,25
Queso duro;Nueva granada;Barranquilla;11;1041,25
Queso duro;Nueva granada;Barranquilla;12;1041,25
Queso duro;Nueva granada;Bogotá;1;955,5
Queso duro;Nueva granada;Bogotá;2;955,5
Queso duro;Nueva granada;Bogotá;3;955,5
Queso duro;Nueva granada;Bogotá;4;955,5
Queso duro;Nueva granada;Bogotá;5;955,5
Queso duro;Nueva granada;Bogotá;6;955,5
Queso duro;Nueva granada;Bogotá;7;955,5
Queso duro;Nueva granada;Bogotá;8;955,5
Queso duro;Nueva granada;Bogotá;9;955,5
Queso duro;Nueva granada;Bogotá;10;955,5
Queso duro;Nueva granada;Bogotá;11;955,5
Queso duro;Nueva granada;Bogotá;12;955,5
Queso duro;Nueva granada;Bucaramanga;1;1081,5
Queso duro;Nueva granada;Bucaramanga;2;1081,5
Queso duro;Nueva granada;Bucaramanga;3;1081,5
Queso duro;Nueva granada;Bucaramanga;4;1081,5
Queso duro;Nueva granada;Bucaramanga;5;1081,5
Queso duro;Nueva granada;Bucaramanga;6;1081,5
Queso duro;Nueva granada;Bucaramanga;7;1081,5
Queso duro;Nueva granada;Bucaramanga;8;1081,5
Queso duro;Nueva granada;Bucaramanga;9;1081,5
Queso duro;Nueva granada;Bucaramanga;10;1081,5
Queso duro;Nueva granada;Bucaramanga;11;1081,5
Queso duro;Nueva granada;Bucaramanga;12;1081,5
Queso duro;Nueva granada;Cartagena;1;1387,75
Queso duro;Nueva granada;Cartagena;2;1387,75
Queso duro;Nueva granada;Cartagena;3;1387,75
Queso duro;Nueva granada;Cartagena;4;1387,75
Queso duro;Nueva granada;Cartagena;5;1387,75
Queso duro;Nueva granada;Cartagena;6;1387,75
Queso duro;Nueva granada;Cartagena;7;1387,75
Queso duro;Nueva granada;Cartagena;8;1387,75
Queso duro;Nueva granada;Cartagena;9;1387,75
Queso duro;Nueva granada;Cartagena;10;1387,75
Queso duro;Nueva granada;Cartagena;11;1387,75
Queso duro;Nueva granada;Cartagena;12;1387,75
Queso duro;Nueva granada;Cali;1;1302
Queso duro;Nueva granada;Cali;2;1302
Queso duro;Nueva granada;Cali;3;1302
Queso duro;Nueva granada;Cali;4;1302
Queso duro;Nueva granada;Cali;5;1302
Queso duro;Nueva granada;Cali;6;1302
Queso duro;Nueva granada;Cali;7;1302
Queso duro;Nueva granada;Cali;8;1302
Queso duro;Nueva granada;Cali;9;1302
Queso duro;Nueva granada;Cali;10;1302
Queso duro;Nueva granada;Cali;11;1302
Queso duro;Nueva granada;Cali;12;1302
Queso duro;Nueva granada;Cúcuta;1;364
Queso duro;Nueva granada;Cúcuta;2;364
Queso duro;Nueva granada;Cúcuta;3;364
Queso duro;Nueva granada;Cúcuta;4;364
Queso duro;Nueva granada;Cúcuta;5;364
Queso duro;Nueva granada;Cúcuta;6;364
Queso duro;Nueva granada;Cúcuta;7;364
Queso duro;Nueva granada;Cúcuta;8;364
Queso duro;Nueva granada;Cúcuta;9;364
Queso duro;Nueva granada;Cúcuta;10;364
Queso duro;Nueva granada;Cúcuta;11;364
Queso duro;Nueva granada;Cúcuta;12;364
Queso duro;Nueva granada;Medellín;1;495,25
Queso duro;Nueva granada;Medellín;2;495,25
Queso duro;Nueva granada;Medellín;3;495,25
Queso duro;Nueva granada;Medellín;4;495,25
Queso duro;Nueva granada;Medellín;5;495,25
Queso duro;Nueva granada;Medellín;6;495,25
Queso duro;Nueva granada;Medellín;7;495,25
Queso duro;Nueva granada;Medellín;8;495,25
Queso duro;Nueva granada;Medellín;9;495,25
Queso duro;Nueva granada;Medellín;10;495,25
Queso duro;Nueva granada;Medellín;11;495,25
Queso duro;Nueva granada;Medellín;12;495,25
Queso duro;Nueva granada;Valledupar;1;386,75
Queso duro;Nueva granada;Valledupar;2;386,75
Queso duro;Nueva granada;Valledupar;3;386,75
Queso duro;Nueva granada;Valledupar;4;386,75
Queso duro;Nueva granada;Valledupar;5;386,75
Queso duro;Nueva granada;Valledupar;6;386,75
Queso duro;Nueva granada;Valledupar;7;386,75
Queso duro;Nueva granada;Valledupar;8;386,75
Queso duro;Nueva granada;Valledupar;9;386,75
Queso duro;Nueva granada;Valledupar;10;386,75
Queso duro;Nueva granada;Valledupar;11;386,75
Queso duro;Nueva granada;Valledupar;12;386,75
Queso blando;Guamal;Santa Marta;1;481,25
Queso blando;Guamal;Santa Marta;2;481,25
Queso blando;Guamal;Santa Marta;3;481,25
Queso blando;Guamal;Santa Marta;4;481,25
Queso blando;Guamal;Santa Marta;5;481,25
Queso blando;Guamal;Santa Marta;6;481,25
Queso blando;Guamal;Santa Marta;7;481,25
Queso blando;Guamal;Santa Marta;8;481,25
Queso blando;Guamal;Santa Marta;9;481,25
Queso blando;Guamal;Santa Marta;10;481,25
Queso blando;Guamal;Santa Marta;11;481,25
Queso blando;Guamal;Santa Marta;12;481,25
Queso blando;Guamal;Riohacha;1;259
Queso blando;Guamal;Riohacha;2;259
Queso blando;Guamal;Riohacha;3;259
Queso blando;Guamal;Riohacha;4;259
Queso blando;Guamal;Riohacha;5;259
Queso blando;Guamal;Riohacha;6;259
Queso blando;Guamal;Riohacha;7;259
Queso blando;Guamal;Riohacha;8;259
Queso blando;Guamal;Riohacha;9;259
Queso blando;Guamal;Riohacha;10;259
Queso blando;Guamal;Riohacha;11;259
Queso blando;Guamal;Riohacha;12;259
Queso blando;Guamal;Monteria;1;397,25
Queso blando;Guamal;Monteria;2;397,25
Queso blando;Guamal;Monteria;3;397,25
Queso blando;Guamal;Monteria;4;397,25
Queso blando;Guamal;Monteria;5;397,25
Queso blando;Guamal;Monteria;6;397,25
Queso blando;Guamal;Monteria;7;397,25
Queso blando;Guamal;Monteria;8;397,25
Queso blando;Guamal;Monteria;9;397,25
Queso blando;Guamal;Monteria;10;397,25
Queso blando;Guamal;Monteria;11;397,25
Queso blando;Guamal;Monteria;12;397,25
Queso blando;Guamal;Barranquilla;1;684,25
Queso blando;Guamal;Barranquilla;2;684,25
Queso blando;Guamal;Barranquilla;3;684,25
Queso blando;Guamal;Barranquilla;4;684,25
Queso blando;Guamal;Barranquilla;5;684,25
Queso blando;Guamal;Barranquilla;6;684,25
Queso blando;Guamal;Barranquilla;7;684,25
Queso blando;Guamal;Barranquilla;8;684,25
Queso blando;Guamal;Barranquilla;9;684,25
Queso blando;Guamal;Barranquilla;10;684,25
Queso blando;Guamal;Barranquilla;11;684,25
Queso blando;Guamal;Barranquilla;12;684,25
Queso blando;Guamal;Bogotá;1;546
Queso blando;Guamal;Bogotá;2;546
Queso blando;Guamal;Bogotá;3;546
Queso blando;Guamal;Bogotá;4;546
Queso blando;Guamal;Bogotá;5;546
Queso blando;Guamal;Bogotá;6;546
Queso blando;Guamal;Bogotá;7;546
Queso blando;Guamal;Bogotá;8;546
Queso blando;Guamal;Bogotá;9;546
Queso blando;Guamal;Bogotá;10;546
Queso blando;Guamal;Bogotá;11;546
Queso blando;Guamal;Bogotá;12;546
Queso blando;Guamal;Bucaramanga;1;684,25
Queso blando;Guamal;Bucaramanga;2;684,25
Queso blando;Guamal;Bucaramanga;3;684,25
Queso blando;Guamal;Bucaramanga;4;684,25
Queso blando;Guamal;Bucaramanga;5;684,25
Queso blando;Guamal;Bucaramanga;6;684,25
Queso blando;Guamal;Bucaramanga;7;684,25
Queso blando;Guamal;Bucaramanga;8;684,25
Queso blando;Guamal;Bucaramanga;9;684,25
Queso blando;Guamal;Bucaramanga;10;684,25
Queso blando;Guamal;Bucaramanga;11;684,25
Queso blando;Guamal;Bucaramanga;12;684,25
Queso blando;Guamal;Cartagena;1;539
Queso blando;Guamal;Cartagena;2;539
Queso blando;Guamal;Cartagena;3;539
Queso blando;Guamal;Cartagena;4;539
Queso blando;Guamal;Cartagena;5;539
Queso blando;Guamal;Cartagena;6;539
Queso blando;Guamal;Cartagena;7;539
Queso blando;Guamal;Cartagena;8;539
Queso blando;Guamal;Cartagena;9;539
Queso blando;Guamal;Cartagena;10;539
Queso blando;Guamal;Cartagena;11;539
Queso blando;Guamal;Cartagena;12;539
Queso blando;Guamal;Cali;1;731,5
Queso blando;Guamal;Cali;2;731,5
Queso blando;Guamal;Cali;3;731,5
Queso blando;Guamal;Cali;4;731,5
Queso blando;Guamal;Cali;5;731,5
Queso blando;Guamal;Cali;6;731,5
Queso blando;Guamal;Cali;7;731,5
Queso blando;Guamal;Cali;8;731,5
Queso blando;Guamal;Cali;9;731,5
Queso blando;Guamal;Cali;10;731,5
Queso blando;Guamal;Cali;11;731,5
Queso blando;Guamal;Cali;12;731,5
Queso blando;Guamal;Cúcuta;1;554,75
Queso blando;Guamal;Cúcuta;2;554,75
Queso blando;Guamal;Cúcuta;3;554,75
Queso blando;Guamal;Cúcuta;4;554,75
Queso blando;Guamal;Cúcuta;5;554,75
Queso blando;Guamal;Cúcuta;6;554,75
Queso blando;Guamal;Cúcuta;7;554,75
Queso blando;Guamal;Cúcuta;8;554,75
Queso blando;Guamal;Cúcuta;9;554,75
Queso blando;Guamal;Cúcuta;10;554,75
Queso blando;Guamal;Cúcuta;11;554,75
Queso blando;Guamal;Cúcuta;12;554,75
Queso blando;Guamal;Medellín;1;563,5
Queso blando;Guamal;Medellín;2;563,5
Queso blando;Guamal;Medellín;3;563,5
Queso blando;Guamal;Medellín;4;563,5
Queso blando;Guamal;Medellín;5;563,5
Queso blando;Guamal;Medellín;6;563,5
Queso blando;Guamal;Medellín;7;563,5
Queso blando;Guamal;Medellín;8;563,5
Queso blando;Guamal;Medellín;9;563,5
Queso blando;Guamal;Medellín;10;563,5
Queso blando;Guamal;Medellín;11;563,5
Queso blando;Guamal;Medellín;12;563,5
Queso blando;Guamal;Valledupar;1;201,6
Queso blando;Guamal;Valledupar;2;201,6
Queso blando;Guamal;Valledupar;3;201,6
Queso blando;Guamal;Valledupar;4;201,6
Queso blando;Guamal;Valledupar;5;201,6
Queso blando;Guamal;Valledupar;6;201,6
Queso blando;Guamal;Valledupar;7;201,6
Queso blando;Guamal;Valledupar;8;201,6
Queso blando;Guamal;Valledupar;9;201,6
Queso blando;Guamal;Valledupar;10;201,6
Queso blando;Guamal;Valledupar;11;201,6
Queso blando;Guamal;Valledupar;12;201,6
Queso blando;Pivijay;Santa Marta;1;479,5
Queso blando;Pivijay;Santa Marta;2;479,5
Queso blando;Pivijay;Santa Marta;3;479,5
Queso blando;Pivijay;Santa Marta;4;479,5
Queso blando;Pivijay;Santa Marta;5;479,5
Queso blando;Pivijay;Santa Marta;6;479,5
Queso blando;Pivijay;Santa Marta;7;479,5
Queso blando;Pivijay;Santa Marta;8;479,5
Queso blando;Pivijay;Santa Marta;9;479,5
Queso blando;Pivijay;Santa Marta;10;479,5
Queso blando;Pivijay;Santa Marta;11;479,5
Queso blando;Pivijay;Santa Marta;12;479,5
Queso blando;Pivijay;Riohacha;1;1303,75
Queso blando;Pivijay;Riohacha;2;1303,75
Queso blando;Pivijay;Riohacha;3;1303,75
Queso blando;Pivijay;Riohacha;4;1303,75
Queso blando;Pivijay;Riohacha;5;1303,75
Queso blando;Pivijay;Riohacha;6;1303,75
Queso blando;Pivijay;Riohacha;7;1303,75
Queso blando;Pivijay;Riohacha;8;1303,75
Queso blando;Pivijay;Riohacha;9;1303,75
Queso blando;Pivijay;Riohacha;10;1303,75
Queso blando;Pivijay;Riohacha;11;1303,75
Queso blando;Pivijay;Riohacha;12;1303,75
Queso blando;Pivijay;Monteria;1;1610
Queso blando;Pivijay;Monteria;2;1610
Queso blando;Pivijay;Monteria;3;1610
Queso blando;Pivijay;Monteria;4;1610
Queso blando;Pivijay;Monteria;5;1610
Queso blando;Pivijay;Monteria;6;1610
Queso blando;Pivijay;Monteria;7;1610
Queso blando;Pivijay;Monteria;8;1610
Queso blando;Pivijay;Monteria;9;1610
Queso blando;Pivijay;Monteria;10;1610
Queso blando;Pivijay;Monteria;11;1610
Queso blando;Pivijay;Monteria;12;1610
Queso blando;Pivijay;Barranquilla;1;1524,25
Queso blando;Pivijay;Barranquilla;2;1524,25
Queso blando;Pivijay;Barranquilla;3;1524,25
Queso blando;Pivijay;Barranquilla;4;1524,25
Queso blando;Pivijay;Barranquilla;5;1524,25
Queso blando;Pivijay;Barranquilla;6;1524,25
Queso blando;Pivijay;Barranquilla;7;1524,25
Queso blando;Pivijay;Barranquilla;8;1524,25
Queso blando;Pivijay;Barranquilla;9;1524,25
Queso blando;Pivijay;Barranquilla;10;1524,25
Queso blando;Pivijay;Barranquilla;11;1524,25
Queso blando;Pivijay;Barranquilla;12;1524,25
Queso blando;Pivijay;Bogotá;1;577,5
Queso blando;Pivijay;Bogotá;2;577,5
Queso blando;Pivijay;Bogotá;3;577,5
Queso blando;Pivijay;Bogotá;4;577,5
Queso blando;Pivijay;Bogotá;5;577,5
Queso blando;Pivijay;Bogotá;6;577,5
Queso blando;Pivijay;Bogotá;7;577,5
Queso blando;Pivijay;Bogotá;8;577,5
Queso blando;Pivijay;Bogotá;9;577,5
Queso blando;Pivijay;Bogotá;10;577,5
Queso blando;Pivijay;Bogotá;11;577,5
Queso blando;Pivijay;Bogotá;12;577,5
Queso blando;Pivijay;Bucaramanga;1;883,75
