Productos,CAcopios,Clientes,Tiempo,AC
Queso duro,Chinu,Bogotá,2,0.0
Queso duro,Chinu,Bogotá,3,0.0
Queso duro,Chinu,Bogotá,4,0.0
Queso duro,Chinu,Bogotá,5,0.0
Queso duro,Chinu,Bogotá,6,0.0
Queso duro,Chinu,Bogotá,7,0.0
Queso duro,Chinu,Bogotá,8,0.0
Queso duro,Chinu,Bogotá,9,0.0
Queso duro,Chinu,Bogotá,10,0.0
Queso duro,Chinu,Bogotá,11,0.0
Queso duro,Chinu,Bogotá,12,0.0
Queso duro,Chinu,Bucaramanga,1,0.0
Queso duro,Chinu,Bucaramanga,2,0.0
Queso duro,Chinu,Bucaramanga,3,0.0
Queso duro,Chinu,Bucaramanga,4,0.0
Queso duro,Chinu,Bucaramanga,5,0.0
Queso duro,Chinu,Bucaramanga,6,0.0
Queso duro,Chinu,Bucaramanga,7,0.0
Queso duro,Chinu,Bucaramanga,8,0.0
Queso duro,Chinu,Bucaramanga,9,0.0
Queso duro,Chinu,Bucaramanga,10,0.0
Queso duro,Chinu,Bucaramanga,11,0.0
Queso duro,Chinu,Bucaramanga,12,0.0
Queso duro,Chinu,Cartagena,1,0.0
Queso duro,Chinu,Cartagena,2,0.0
Queso duro,Chinu,Cartagena,3,0.0
Queso duro,Chinu,Cartagena,4,0.0
Queso duro,Chinu,Cartagena,5,0.0
Queso duro,Chinu,Cartagena,6,0.0
Queso duro,Chinu,Cartagena,7,0.0
Queso duro,Chinu,Cartagena,8,0.0
Queso duro,Chinu,Cartagena,9,0.0
Queso duro,Chinu,Cartagena,10,0.0
Queso duro,Chinu,Cartagena,11,0.0
Queso duro,Chinu,Cartagena,12,0.0
Queso duro,Chinu,Cali,1,0.0
Queso duro,Chinu,Cali,2,0.0
Queso duro,Chinu,Cali,3,0.0
Queso duro,Chinu,Cali,4,0.0
Queso duro,Chinu,Cali,5,0.0
Queso duro,Chinu,Cali,6,0.0
Queso duro,Chinu,Cali,7,0.0
Queso duro,Chinu,Cali,8,0.0
Queso duro,Chinu,Cali,9,0.0
Queso duro,Chinu,Cali,10,0.0
Queso duro,Chinu,Cali,11,0.0
Queso duro,Chinu,Cali,12,0.0
Queso duro,Chinu,Cúcuta,1,0.0
Queso duro,Chinu,Cúcuta,2,0.0
Queso duro,Chinu,Cúcuta,3,0.0
Queso duro,Chinu,Cúcuta,4,0.0
Queso duro,Chinu,Cúcuta,5,0.0
Queso duro,Chinu,Cúcuta,6,0.0
Queso duro,Chinu,Cúcuta,7,0.0
Queso duro,Chinu,Cúcuta,8,0.0
Queso duro,Chinu,Cúcuta,9,0.0
Queso duro,Chinu,Cúcuta,10,0.0
Queso duro,Chinu,Cúcuta,11,0.0
Queso duro,Chinu,Cúcuta,12,0.0
Queso duro,Chinu,Medellín,1,0.0
Queso duro,Chinu,Medellín,2,0.0
Queso duro,Chinu,Medellín,3,0.0
Queso duro,Chinu,Medellín,4,0.0
Queso duro,Chinu,Medellín,5,0.0
Queso duro,Chinu,Medellín,6,0.0
Queso duro,Chinu,Medellín,7,0.0
Queso duro,Chinu,Medellín,8,0.0
Queso duro,Chinu,Medellín,9,0.0
Queso duro,Chinu,Medellín,10,0.0
Queso duro,Chinu,Medellín,11,0.0
Queso duro,Chinu,Medellín,12,0.0
Queso duro,Chinu,Valledupar,1,0.0
Queso duro,Chinu,Valledupar,2,0.0
Queso duro,Chinu,Valledupar,3,0.0
Queso duro,Chinu,Valledupar,4,0.0
Queso duro,Chinu,Valledupar,5,0.0
Queso duro,Chinu,Valledupar,6,0.0
Queso duro,Chinu,Valledupar,7,0.0
Queso duro,Chinu,Valledupar,8,0.0
Queso duro,Chinu,Valledupar,9,0.0
Queso duro,Chinu,Valledupar,10,0.0
Queso duro,Chinu,Valledupar,11,0.0
Queso duro,Chinu,Valledupar,12,0.0
Queso duro,Planeta rica,Santa Marta,1,0.0
Queso duro,Planeta rica,Santa Marta,2,0.0
Queso duro,Planeta rica,Santa Marta,3,0.0
Queso duro,Planeta rica,Santa Marta,4,0.0
Queso duro,Planeta rica,Santa Marta,5,0.0
Queso duro,Planeta rica,Santa Marta,6,0.0
Queso duro,Planeta rica,Santa Marta,7,0.0
Queso duro,Planeta rica,Santa Marta,8,0.0
Queso duro,Planeta rica,Santa Marta,9,0.0
Queso duro,Planeta rica,Santa Marta,10,0.0
Queso duro,Planeta rica,Santa Marta,11,0.0
Queso duro,Planeta rica,Santa Marta,12,0.0
Queso duro,Planeta rica,Riohacha,1,0.0
Queso duro,Planeta rica,Riohacha,2,0.0
Queso duro,Planeta rica,Riohacha,3,0.0
Queso duro,Planeta rica,Riohacha,4,0.0
Queso duro,Planeta rica,Riohacha,5,0.0
Queso duro,Planeta rica,Riohacha,6,0.0
Queso duro,Planeta rica,Riohacha,7,0.0
Queso duro,Planeta rica,Riohacha,8,0.0
Queso duro,Planeta rica,Riohacha,9,0.0
Queso duro,Planeta rica,Riohacha,10,0.0
Queso duro,Planeta rica,Riohacha,11,0.0
Queso duro,Planeta rica,Riohacha,12,0.0
Queso duro,Planeta rica,Monteria,1,0.0
Queso duro,Planeta rica,Monteria,2,0.0
Queso duro,Planeta rica,Monteria,3,0.0
Queso duro,Planeta rica,Monteria,4,45000.0
Queso duro,Planeta rica,Monteria,5,45000.0
Queso duro,Planeta rica,Monteria,6,45000.0
Queso duro,Planeta rica,Monteria,7,45000.0
Queso duro,Planeta rica,Monteria,8,45000.0
Queso duro,Planeta rica,Monteria,9,45000.0
Queso duro,Planeta rica,Monteria,10,0.0
Queso duro,Planeta rica,Monteria,11,0.0
Queso duro,Planeta rica,Monteria,12,44700.0
Queso duro,Planeta rica,Barranquilla,1,0.0
Queso duro,Planeta rica,Barranquilla,2,0.0
Queso duro,Planeta rica,Barranquilla,3,0.0
Queso duro,Planeta rica,Barranquilla,4,0.0
Queso duro,Planeta rica,Barranquilla,5,0.0
Queso duro,Planeta rica,Barranquilla,6,0.0
Queso duro,Planeta rica,Barranquilla,7,0.0
Queso duro,Planeta rica,Barranquilla,8,0.0
Queso duro,Planeta rica,Barranquilla,9,0.0
Queso duro,Planeta rica,Barranquilla,10,0.0
Queso duro,Planeta rica,Barranquilla,11,0.0
Queso duro,Planeta rica,Barranquilla,12,0.0
Queso duro,Planeta rica,Bogotá,1,0.0
Queso duro,Planeta rica,Bogotá,2,0.0
Queso duro,Planeta rica,Bogotá,3,0.0
Queso duro,Planeta rica,Bogotá,4,0.0
Queso duro,Planeta rica,Bogotá,5,0.0
Queso duro,Planeta rica,Bogotá,6,0.0
Queso duro,Planeta rica,Bogotá,7,0.0
Queso duro,Planeta rica,Bogotá,8,0.0
Queso duro,Planeta rica,Bogotá,9,0.0
Queso duro,Planeta rica,Bogotá,10,0.0
Queso duro,Planeta rica,Bogotá,11,0.0
Queso duro,Planeta rica,Bogotá,12,0.0
Queso duro,Planeta rica,Bucaramanga,1,0.0
Queso duro,Planeta rica,Bucaramanga,2,0.0
Queso duro,Planeta rica,Bucaramanga,3,0.0
Queso duro,Planeta rica,Bucaramanga,4,0.0
Queso duro,Planeta rica,Bucaramanga,5,0.0
Queso duro,Planeta rica,Bucaramanga,6,0.0
Queso duro,Planeta rica,Bucaramanga,7,0.0
Queso duro,Planeta rica,Bucaramanga,8,0.0
Queso duro,Planeta rica,Bucaramanga,9,0.0
Queso duro,Planeta rica,Bucaramanga,10,0.0
Queso duro,Planeta rica,Bucaramanga,11,0.0
Queso duro,Planeta rica,Bucaramanga,12,0.0
Queso duro,Planeta rica,Cartagena,1,0.0
Queso duro,Planeta rica,Cartagena,2,0.0
Queso duro,Planeta rica,Cartagena,3,0.0
Queso duro,Planeta rica,Cartagena,4,0.0
Queso duro,Planeta rica,Cartagena,5,0.0
Queso duro,Planeta rica,Cartagena,6,0.0
Queso duro,Planeta rica,Cartagena,7,0.0
Queso duro,Planeta rica,Cartagena,8,0.0
Queso duro,Planeta rica,Cartagena,9,0.0
Queso duro,Planeta rica,Cartagena,10,0.0
Queso duro,Planeta rica,Cartagena,11,0.0
Queso duro,Planeta rica,Cartagena,12,0.0
Queso duro,Planeta rica,Cali,1,0.0
Queso duro,Planeta rica,Cali,2,0.0
Queso duro,Planeta rica,Cali,3,0.0
Queso duro,Planeta rica,Cali,4,0.0
Queso duro,Planeta rica,Cali,5,0.0
Queso duro,Planeta rica,Cali,6,0.0
Queso duro,Planeta rica,Cali,7,0.0
Queso duro,Planeta rica,Cali,8,0.0
Queso duro,Planeta rica,Cali,9,0.0
Queso duro,Planeta rica,Cali,10,0.0
Queso duro,Planeta rica,Cali,11,0.0
Queso duro,Planeta rica,Cali,12,0.0
Queso duro,Planeta rica,Cúcuta,1,0.0
Queso duro,Planeta rica,Cúcuta,2,0.0
Queso duro,Planeta rica,Cúcuta,3,0.0
Queso duro,Planeta rica,Cúcuta,4,0.0
Queso duro,Planeta rica,Cúcuta,5,0.0
Queso duro,Planeta rica,Cúcuta,6,0.0
Queso duro,Planeta rica,Cúcuta,7,0.0
Queso duro,Planeta rica,Cúcuta,8,0.0
Queso duro,Planeta rica,Cúcuta,9,0.0
Queso duro,Planeta rica,Cúcuta,10,0.0
Queso duro,Planeta rica,Cúcuta,11,0.0
Queso duro,Planeta rica,Cúcuta,12,0.0
Queso duro,Planeta rica,Medellín,1,0.0
Queso duro,Planeta rica,Medellín,2,0.0
Queso duro,Planeta rica,Medellín,3,0.0
Queso duro,Planeta rica,Medellín,4,0.0
Queso duro,Planeta rica,Medellín,5,0.0
Queso duro,Planeta rica,Medellín,6,0.0
Queso duro,Planeta rica,Medellín,7,0.0
Queso duro,Planeta rica,Medellín,8,0.0
Queso duro,Planeta rica,Medellín,9,0.0
Queso duro,Planeta rica,Medellín,10,0.0
Queso duro,Planeta rica,Medellín,11,0.0
Queso duro,Planeta rica,Medellín,12,0.0
Queso duro,Planeta rica,Valledupar,1,0.0
Queso duro,Planeta rica,Valledupar,2,0.0
Queso duro,Planeta rica,Valledupar,3,0.0
Queso duro,Planeta rica,Valledupar,4,0.0
Queso duro,Planeta rica,Valledupar,5,0.0
Queso duro,Planeta rica,Valledupar,6,0.0
Queso duro,Planeta rica,Valledupar,7,0.0
Queso duro,Planeta rica,Valledupar,8,0.0
Queso duro,Planeta rica,Valledupar,9,0.0
Queso duro,Planeta rica,Valledupar,10,0.0
Queso duro,Planeta rica,Valledupar,11,0.0
Queso duro,Planeta rica,Valledupar,12,0.0
Queso blando,Monteria,Santa Marta,1,0.0
Queso blando,Monteria,Santa Marta,2,0.0
Queso blando,Monteria,Santa Marta,3,0.0
Queso blando,Monteria,Santa Marta,4,0.0
Queso blando,Monteria,Santa Marta,5,0.0
Queso blando,Monteria,Santa Marta,6,0.0
Queso blando,Monteria,Santa Marta,7,0.0
Queso blando,Monteria,Santa Marta,8,0.0
Queso blando,Monteria,Santa Marta,9,0.0
Queso blando,Monteria,Santa Marta,10,0.0
Queso blando,Monteria,Santa Marta,11,0.0
Queso blando,Monteria,Santa Marta,12,0.0
Queso blando,Monteria,Riohacha,1,0.0
Queso blando,Monteria,Riohacha,2,0.0
Queso blando,Monteria,Riohacha,3,0.0
Queso blando,Monteria,Riohacha,4,0.0
Queso blando,Monteria,Riohacha,5,0.0
Queso blando,Monteria,Riohacha,6,0.0
Queso blando,Monteria,Riohacha,7,0.0
Queso blando,Monteria,Riohacha,8,0.0
Queso blando,Monteria,Riohacha,9,0.0
Queso blando,Monteria,Riohacha,10,0.0
Queso blando,Monteria,Riohacha,11,0.0
Queso blando,Monteria,Riohacha,12,0.0
Queso blando,Monteria,Monteria,1,0.0
Queso blando,Monteria,Monteria,2,0.0
Queso blando,Monteria,Monteria,3,0.0
Queso blando,Monteria,Monteria,4,0.0
Queso blando,Monteria,Monteria,5,0.0
Queso blando,Monteria,Monteria,6,0.0
Queso blando,Monteria,Monteria,7,1630.0
Queso blando,Monteria,Monteria,8,1056.0
Queso blando,Monteria,Monteria,9,0.0
Queso blando,Monteria,Monteria,10,0.0
Queso blando,Monteria,Monteria,11,0.0
Queso blando,Monteria,Monteria,12,0.0
Queso blando,Monteria,Barranquilla,1,0.0
Queso blando,Monteria,Barranquilla,2,0.0
Queso blando,Monteria,Barranquilla,3,0.0
Queso blando,Monteria,Barranquilla,4,0.0
Queso blando,Monteria,Barranquilla,5,0.0
Queso blando,Monteria,Barranquilla,6,0.0
Queso blando,Monteria,Barranquilla,7,0.0
Queso blando,Monteria,Barranquilla,8,0.0
Queso blando,Monteria,Barranquilla,9,0.0
Queso blando,Monteria,Barranquilla,10,0.0
Queso blando,Monteria,Barranquilla,11,0.0
Queso blando,Monteria,Barranquilla,12,0.0
Queso blando,Monteria,Bogotá,1,0.0
Queso blando,Monteria,Bogotá,2,0.0
Queso blando,Monteria,Bogotá,3,0.0
Queso blando,Monteria,Bogotá,4,0.0
Queso blando,Monteria,Bogotá,5,0.0
Queso blando,Monteria,Bogotá,6,0.0
Queso blando,Monteria,Bogotá,7,0.0
Queso blando,Monteria,Bogotá,8,0.0
Queso blando,Monteria,Bogotá,9,0.0
Queso blando,Monteria,Bogotá,10,0.0
Queso blando,Monteria,Bogotá,11,0.0
Queso blando,Monteria,Bogotá,12,0.0
Queso blando,Monteria,Bucaramanga,1,0.0
Queso blando,Monteria,Bucaramanga,2,0.0
Queso blando,Monteria,Bucaramanga,3,0.0
Queso blando,Monteria,Bucaramanga,4,0.0
Queso blando,Monteria,Bucaramanga,5,0.0
Queso blando,Monteria,Bucaramanga,6,0.0
Queso blando,Monteria,Bucaramanga,7,0.0
Queso blando,Monteria,Bucaramanga,8,0.0
Queso blando,Monteria,Bucaramanga,9,0.0
Queso blando,Monteria,Bucaramanga,10,0.0
Queso blando,Monteria,Bucaramanga,11,0.0
Queso blando,Monteria,Bucaramanga,12,0.0
Queso blando,Monteria,Cartagena,1,0.0
Queso blando,Monteria,Cartagena,2,0.0
Queso blando,Monteria,Cartagena,3,0.0
Queso blando,Monteria,Cartagena,4,0.0
Queso blando,Monteria,Cartagena,5,0.0
Queso blando,Monteria,Cartagena,6,0.0
Queso blando,Monteria,Cartagena,7,0.0
Queso blando,Monteria,Cartagena,8,0.0
Queso blando,Monteria,Cartagena,9,0.0
Queso blando,Monteria,Cartagena,10,0.0
Queso blando,Monteria,Cartagena,11,0.0
Queso blando,Monteria,Cartagena,12,0.0
Queso blando,Monteria,Cali,1,0.0
Queso blando,Monteria,Cali,2,0.0
Queso blando,Monteria,Cali,3,0.0
Queso blando,Monteria,Cali,4,0.0
Queso blando,Monteria,Cali,5,0.0
Queso blando,Monteria,Cali,6,0.0
Queso blando,Monteria,Cali,7,0.0
Queso blando,Monteria,Cali,8,0.0
Queso blando,Monteria,Cali,9,0.0
Queso blando,Monteria,Cali,10,0.0
Queso blando,Monteria,Cali,11,0.0
Queso blando,Monteria,Cali,12,0.0
Queso blando,Monteria,Cúcuta,1,0.0
Queso blando,Monteria,Cúcuta,2,0.0
Queso blando,Monteria,Cúcuta,3,0.0
Queso blando,Monteria,Cúcuta,4,0.0
Queso blando,Monteria,Cúcuta,5,0.0
Queso blando,Monteria,Cúcuta,6,0.0
Queso blando,Monteria,Cúcuta,7,0.0
Queso blando,Monteria,Cúcuta,8,0.0
Queso blando,Monteria,Cúcuta,9,0.0
Queso blando,Monteria,Cúcuta,10,0.0
Queso blando,Monteria,Cúcuta,11,0.0
Queso blando,Monteria,Cúcuta,12,0.0
Queso blando,Monteria,Medellín,1,0.0
Queso blando,Monteria,Medellín,2,0.0
Queso blando,Monteria,Medellín,3,0.0
Queso blando,Monteria,Medellín,4,0.0
Queso blando,Monteria,Medellín,5,0.0
Queso blando,Monteria,Medellín,6,0.0
Queso blando,Monteria,Medellín,7,0.0
Queso blando,Monteria,Medellín,8,0.0
Queso blando,Monteria,Medellín,9,0.0
Queso blando,Monteria,Medellín,10,0.0
Queso blando,Monteria,Medellín,11,0.0
Queso blando,Monteria,Medellín,12,0.0
Queso blando,Monteria,Valledupar,1,0.0
Queso blando,Monteria,Valledupar,2,0.0
Queso blando,Monteria,Valledupar,3,0.0
Queso blando,Monteria,Valledupar,4,0.0
Queso blando,Monteria,Valledupar,5,0.0
Queso blando,Monteria,Valledupar,6,0.0
Queso blando,Monteria,Valledupar,7,0.0
Queso blando,Monteria,Valledupar,8,0.0
Queso blando,Monteria,Valledupar,9,0.0
Queso blando,Monteria,Valledupar,10,0.0
Queso blando,Monteria,Valledupar,11,0.0
Queso blando,Monteria,Valledupar,12,0.0
Queso blando,Chinu,Santa Marta,1,0.0
Queso blando,Chinu,Santa Marta,2,0.0
Queso blando,Chinu,Santa Marta,3,0.0
Queso blando,Chinu,Santa Marta,4,0.0
Queso blando,Chinu,Santa Marta,5,0.0
Queso blando,Chinu,Santa Marta,6,0.0
Queso blando,Chinu,Santa Marta,7,0.0
Queso blando,Chinu,Santa Marta,8,0.0
Queso blando,Chinu,Santa Marta,9,0.0
Queso blando,Chinu,Santa Marta,10,0.0
Queso blando,Chinu,Santa Marta,11,0.0
Queso blando,Chinu,Santa Marta,12,0.0
Queso blando,Chinu,Riohacha,1,0.0
Queso blando,Chinu,Riohacha,2,0.0
Queso blando,Chinu,Riohacha,3,0.0
Queso blando,Chinu,Riohacha,4,0.0
Queso blando,Chinu,Riohacha,5,0.0
Queso blando,Chinu,Riohacha,6,0.0
Queso blando,Chinu,Riohacha,7,0.0
Queso blando,Chinu,Riohacha,8,0.0
Queso blando,Chinu,Riohacha,9,0.0
Queso blando,Chinu,Riohacha,10,0.0
Queso blando,Chinu,Riohacha,11,0.0
Queso blando,Chinu,Riohacha,12,0.0
Queso blando,Chinu,Monteria,1,0.0
Queso blando,Chinu,Monteria,2,0.0
Queso blando,Chinu,Monteria,3,0.0
Queso blando,Chinu,Monteria,4,0.0
Queso blando,Chinu,Monteria,5,0.0
Queso blando,Chinu,Monteria,6,0.0
Queso blando,Chinu,Monteria,7,0.0
Queso blando,Chinu,Monteria,8,0.0
Queso blando,Chinu,Monteria,9,-1.43095412062798e-13
Queso blando,Chinu,Monteria,10,0.0
Queso blando,Chinu,Monteria,11,0.0
Queso blando,Chinu,Monteria,12,0.0
Queso blando,Chinu,Barranquilla,1,0.0
Queso blando,Chinu,Barranquilla,2,0.0
Queso blando,Chinu,Barranquilla,3,0.0
Queso blando,Chinu,Barranquilla,4,0.0
Queso blando,Chinu,Barranquilla,5,0.0
Queso blando,Chinu,Barranquilla,6,0.0
Queso blando,Chinu,Barranquilla,7,0.0
Queso blando,Chinu,Barranquilla,8,0.0
Queso blando,Chinu,Barranquilla,9,0.0
Queso blando,Chinu,Barranquilla,10,0.0
Queso blando,Chinu,Barranquilla,11,0.0
Queso blando,Chinu,Barranquilla,12,0.0
Queso blando,Chinu,Bogotá,1,0.0
Queso blando,Chinu,Bogotá,2,0.0
Queso blando,Chinu,Bogotá,3,0.0
Queso blando,Chinu,Bogotá,4,0.0
Queso blando,Chinu,Bogotá,5,0.0
Queso blando,Chinu,Bogotá,6,0.0
Queso blando,Chinu,Bogotá,7,0.0
Queso blando,Chinu,Bogotá,8,0.0
Queso blando,Chinu,Bogotá,9,0.0
Queso blando,Chinu,Bogotá,10,0.0
Queso blando,Chinu,Bogotá,11,0.0
Queso blando,Chinu,Bogotá,12,0.0
Queso blando,Chinu,Bucaramanga,1,0.0
Queso blando,Chinu,Bucaramanga,2,0.0
